year,state,w_county,w_county_name,h_county,h_county_name,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03
2019,IL,17183,"Vermilion County, Illinois",17189,"Washington County, Illinois",6,2,2,2,2,4,0,0,3,3
2019,IL,17183,"Vermilion County, Illinois",17191,"Wayne County, Illinois",22,4,14,4,5,10,7,1,5,16
2019,IL,17183,"Vermilion County, Illinois",17193,"White County, Illinois",7,4,2,1,2,4,1,0,1,6
2019,IL,17183,"Vermilion County, Illinois",17195,"Whiteside County, Illinois",16,3,6,7,5,6,5,5,8,3
2019,IL,17183,"Vermilion County, Illinois",17197,"Will County, Illinois",207,50,108,49,51,51,105,30,92,85
2019,IL,17183,"Vermilion County, Illinois",17199,"Williamson County, Illinois",41,10,21,10,7,17,17,0,19,22
2019,IL,17183,"Vermilion County, Illinois",17201,"Winnebago County, Illinois",90,31,39,20,19,37,34,13,36,41
2019,IL,17183,"Vermilion County, Illinois",17203,"Woodford County, Illinois",26,7,15,4,6,13,7,0,5,21
2019,IL,17185,"Wabash County, Illinois",17001,"Adams County, Illinois",2,0,1,1,1,0,1,1,0,1
2019,IL,17185,"Wabash County, Illinois",17003,"Alexander County, Illinois",5,1,2,2,2,0,3,1,0,4
2019,IL,17185,"Wabash County, Illinois",17005,"Bond County, Illinois",3,0,2,1,1,1,1,1,1,1
2019,IL,17185,"Wabash County, Illinois",17017,"Cass County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17185,"Wabash County, Illinois",17019,"Champaign County, Illinois",3,1,1,1,1,1,1,1,1,1
2019,IL,17185,"Wabash County, Illinois",17021,"Christian County, Illinois",2,0,1,1,2,0,0,0,0,2
2019,IL,17185,"Wabash County, Illinois",17023,"Clark County, Illinois",13,2,8,3,6,5,2,2,0,11
2019,IL,17185,"Wabash County, Illinois",17025,"Clay County, Illinois",33,9,19,5,15,8,10,8,10,15
2019,IL,17185,"Wabash County, Illinois",17027,"Clinton County, Illinois",1,0,1,0,0,1,0,0,1,0
2019,IL,17185,"Wabash County, Illinois",17029,"Coles County, Illinois",12,2,6,4,2,5,5,2,2,8
2019,IL,17185,"Wabash County, Illinois",17031,"Cook County, Illinois",4,0,1,3,0,3,1,2,0,2
2019,IL,17185,"Wabash County, Illinois",17033,"Crawford County, Illinois",37,5,22,10,12,18,7,3,3,31
2019,IL,17185,"Wabash County, Illinois",17035,"Cumberland County, Illinois",3,1,1,1,0,2,1,0,0,3
2019,IL,17185,"Wabash County, Illinois",17041,"Douglas County, Illinois",6,2,1,3,1,4,1,0,2,4
2019,IL,17185,"Wabash County, Illinois",17045,"Edgar County, Illinois",1,0,0,1,0,0,1,0,1,0
2019,IL,17185,"Wabash County, Illinois",17047,"Edwards County, Illinois",193,46,116,31,59,78,56,33,30,130
2019,IL,17185,"Wabash County, Illinois",17049,"Effingham County, Illinois",4,0,2,2,2,2,0,0,0,4
2019,IL,17185,"Wabash County, Illinois",17051,"Fayette County, Illinois",4,0,2,2,1,3,0,2,0,2
2019,IL,17185,"Wabash County, Illinois",17053,"Ford County, Illinois",1,0,1,0,1,0,0,0,0,1
2019,IL,17185,"Wabash County, Illinois",17055,"Franklin County, Illinois",7,3,3,1,2,3,2,1,3,3
2019,IL,17185,"Wabash County, Illinois",17057,"Fulton County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17185,"Wabash County, Illinois",17059,"Gallatin County, Illinois",23,6,11,6,2,1,20,20,0,3
2019,IL,17185,"Wabash County, Illinois",17061,"Greene County, Illinois",2,1,1,0,1,0,1,0,2,0
2019,IL,17185,"Wabash County, Illinois",17065,"Hamilton County, Illinois",17,3,11,3,7,1,9,5,2,10
2019,IL,17185,"Wabash County, Illinois",17069,"Hardin County, Illinois",15,2,7,6,1,1,13,13,2,0
2019,IL,17185,"Wabash County, Illinois",17073,"Henry County, Illinois",1,0,0,1,1,0,0,0,1,0
2019,IL,17185,"Wabash County, Illinois",17075,"Iroquois County, Illinois",1,0,0,1,1,0,0,0,0,1
2019,IL,17185,"Wabash County, Illinois",17077,"Jackson County, Illinois",11,3,6,2,3,4,4,2,2,7
2019,IL,17185,"Wabash County, Illinois",17079,"Jasper County, Illinois",14,8,2,4,5,3,6,1,4,9
2019,IL,17185,"Wabash County, Illinois",17081,"Jefferson County, Illinois",6,1,2,3,4,1,1,0,3,3
2019,IL,17185,"Wabash County, Illinois",17083,"Jersey County, Illinois",2,0,1,1,0,0,2,1,0,1
2019,IL,17185,"Wabash County, Illinois",17087,"Johnson County, Illinois",9,3,6,0,4,0,5,4,2,3
2019,IL,17185,"Wabash County, Illinois",17091,"Kankakee County, Illinois",2,1,1,0,1,0,1,1,0,1
2019,IL,17185,"Wabash County, Illinois",17095,"Knox County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17185,"Wabash County, Illinois",17097,"Lake County, Illinois",2,1,1,0,1,0,1,1,0,1
2019,IL,17185,"Wabash County, Illinois",17101,"Lawrence County, Illinois",135,28,59,48,39,50,46,37,15,83
2019,IL,17185,"Wabash County, Illinois",17105,"Livingston County, Illinois",1,1,0,0,1,0,0,0,0,1
2019,IL,17185,"Wabash County, Illinois",17107,"Logan County, Illinois",3,2,1,0,2,1,0,0,1,2
2019,IL,17185,"Wabash County, Illinois",17113,"McLean County, Illinois",1,0,0,1,0,1,0,0,1,0
2019,IL,17185,"Wabash County, Illinois",17115,"Macon County, Illinois",7,5,2,0,4,1,2,0,1,6
2019,IL,17185,"Wabash County, Illinois",17117,"Macoupin County, Illinois",2,0,0,2,1,0,1,0,1,1
2019,IL,17185,"Wabash County, Illinois",17119,"Madison County, Illinois",13,6,6,1,7,4,2,0,6,7
2019,IL,17185,"Wabash County, Illinois",17121,"Marion County, Illinois",14,1,11,2,8,4,2,2,8,4
2019,IL,17185,"Wabash County, Illinois",17123,"Marshall County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17185,"Wabash County, Illinois",17127,"Massac County, Illinois",7,3,3,1,3,2,2,1,2,4
2019,IL,17185,"Wabash County, Illinois",17129,"Menard County, Illinois",1,1,0,0,0,0,1,0,1,0
2019,IL,17185,"Wabash County, Illinois",17133,"Monroe County, Illinois",2,1,1,0,0,0,2,1,0,1
2019,IL,17185,"Wabash County, Illinois",17135,"Montgomery County, Illinois",5,1,1,3,1,4,0,2,0,3
2019,IL,17185,"Wabash County, Illinois",17137,"Morgan County, Illinois",2,0,1,1,1,1,0,0,0,2
2019,IL,17185,"Wabash County, Illinois",17141,"Ogle County, Illinois",1,0,1,0,0,0,1,1,0,0
2019,IL,17185,"Wabash County, Illinois",17143,"Peoria County, Illinois",1,0,1,0,0,1,0,0,0,1
2019,IL,17185,"Wabash County, Illinois",17145,"Perry County, Illinois",3,0,2,1,2,1,0,0,1,2
2019,IL,17185,"Wabash County, Illinois",17147,"Piatt County, Illinois",1,1,0,0,0,1,0,0,0,1
2019,IL,17185,"Wabash County, Illinois",17149,"Pike County, Illinois",2,0,1,1,1,0,1,1,1,0
2019,IL,17185,"Wabash County, Illinois",17151,"Pope County, Illinois",16,6,3,7,1,2,13,13,0,3
2019,IL,17185,"Wabash County, Illinois",17153,"Pulaski County, Illinois",3,0,2,1,2,1,0,0,0,3
2019,IL,17185,"Wabash County, Illinois",17157,"Randolph County, Illinois",7,2,3,2,3,4,0,0,1,6
2019,IL,17185,"Wabash County, Illinois",17159,"Richland County, Illinois",107,8,62,37,22,43,42,22,22,63
2019,IL,17185,"Wabash County, Illinois",17161,"Rock Island County, Illinois",2,0,1,1,0,1,1,1,1,0
2019,IL,17185,"Wabash County, Illinois",17163,"St. Clair County, Illinois",14,2,6,6,7,6,1,1,3,10
2019,IL,17185,"Wabash County, Illinois",17165,"Saline County, Illinois",56,12,30,14,9,18,29,31,2,23
2019,IL,17185,"Wabash County, Illinois",17167,"Sangamon County, Illinois",4,0,4,0,2,2,0,0,0,4
2019,IL,17185,"Wabash County, Illinois",17169,"Schuyler County, Illinois",1,0,0,1,0,0,1,0,0,1
2019,IL,17185,"Wabash County, Illinois",17173,"Shelby County, Illinois",2,1,1,0,0,2,0,0,1,1
2019,IL,17185,"Wabash County, Illinois",17179,"Tazewell County, Illinois",3,0,2,1,1,1,1,1,1,1
2019,IL,17185,"Wabash County, Illinois",17181,"Union County, Illinois",6,2,4,0,1,5,0,2,0,4
2019,IL,17185,"Wabash County, Illinois",17183,"Vermilion County, Illinois",4,1,2,1,3,0,1,0,2,2
2019,IL,17185,"Wabash County, Illinois",17185,"Wabash County, Illinois",1866,369,855,642,620,624,622,364,285,1217
2019,IL,17185,"Wabash County, Illinois",17187,"Warren County, Illinois",1,1,0,0,0,1,0,0,1,0
2019,IL,17185,"Wabash County, Illinois",17191,"Wayne County, Illinois",89,23,41,25,31,25,33,26,11,52
2019,IL,17185,"Wabash County, Illinois",17193,"White County, Illinois",83,19,42,22,28,28,27,14,13,56
2019,IL,17185,"Wabash County, Illinois",17199,"Williamson County, Illinois",23,5,14,4,5,7,11,10,8,5
2019,IL,17185,"Wabash County, Illinois",17201,"Winnebago County, Illinois",3,0,3,0,0,0,3,3,0,0
2019,IL,17187,"Warren County, Illinois",17001,"Adams County, Illinois",43,10,25,8,16,8,19,13,18,12
2019,IL,17187,"Warren County, Illinois",17005,"Bond County, Illinois",1,1,0,0,0,1,0,0,1,0
2019,IL,17187,"Warren County, Illinois",17007,"Boone County, Illinois",2,0,2,0,1,1,0,0,1,1
2019,IL,17187,"Warren County, Illinois",17009,"Brown County, Illinois",2,0,1,1,0,0,2,1,1,0
2019,IL,17187,"Warren County, Illinois",17011,"Bureau County, Illinois",338,70,211,57,54,110,174,173,45,120
2019,IL,17187,"Warren County, Illinois",17013,"Calhoun County, Illinois",2,1,1,0,1,0,1,0,1,1
2019,IL,17187,"Warren County, Illinois",17015,"Carroll County, Illinois",3,1,2,0,1,1,1,0,3,0
2019,IL,17187,"Warren County, Illinois",17017,"Cass County, Illinois",9,2,6,1,3,2,4,5,2,2
2019,IL,17187,"Warren County, Illinois",17019,"Champaign County, Illinois",14,2,10,2,3,5,6,3,6,5
2019,IL,17187,"Warren County, Illinois",17021,"Christian County, Illinois",3,0,2,1,1,1,1,2,1,0
2019,IL,17187,"Warren County, Illinois",17023,"Clark County, Illinois",2,0,1,1,0,0,2,0,1,1
2019,IL,17187,"Warren County, Illinois",17025,"Clay County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17187,"Warren County, Illinois",17027,"Clinton County, Illinois",1,0,1,0,0,1,0,0,0,1
2019,IL,17187,"Warren County, Illinois",17029,"Coles County, Illinois",2,1,1,0,0,1,1,1,1,0
2019,IL,17187,"Warren County, Illinois",17031,"Cook County, Illinois",39,12,23,4,15,10,14,6,11,22
2019,IL,17187,"Warren County, Illinois",17033,"Crawford County, Illinois",3,0,2,1,1,1,1,1,0,2
2019,IL,17187,"Warren County, Illinois",17037,"DeKalb County, Illinois",5,1,3,1,1,1,3,0,2,3
2019,IL,17187,"Warren County, Illinois",17041,"Douglas County, Illinois",3,2,0,1,0,2,1,0,1,2
2019,IL,17187,"Warren County, Illinois",17043,"DuPage County, Illinois",3,1,2,0,1,1,1,2,0,1
2019,IL,17187,"Warren County, Illinois",17045,"Edgar County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17187,"Warren County, Illinois",17049,"Effingham County, Illinois",3,1,0,2,1,1,1,1,2,0
2019,IL,17187,"Warren County, Illinois",17051,"Fayette County, Illinois",3,1,2,0,0,2,1,1,1,1
2019,IL,17187,"Warren County, Illinois",17053,"Ford County, Illinois",2,0,0,2,1,1,0,1,1,0
2019,IL,17187,"Warren County, Illinois",17057,"Fulton County, Illinois",104,28,58,18,36,38,30,24,34,46
2019,IL,17187,"Warren County, Illinois",17061,"Greene County, Illinois",5,1,3,1,0,1,4,4,0,1
2019,IL,17187,"Warren County, Illinois",17063,"Grundy County, Illinois",6,3,3,0,1,2,3,1,5,0
2019,IL,17187,"Warren County, Illinois",17067,"Hancock County, Illinois",66,12,31,23,9,26,31,17,41,8
2019,IL,17187,"Warren County, Illinois",17071,"Henderson County, Illinois",193,43,90,60,43,78,72,65,33,95
2019,IL,17187,"Warren County, Illinois",17073,"Henry County, Illinois",137,48,65,24,44,47,46,52,27,58
2019,IL,17187,"Warren County, Illinois",17075,"Iroquois County, Illinois",3,0,2,1,1,0,2,0,1,2
2019,IL,17187,"Warren County, Illinois",17077,"Jackson County, Illinois",2,1,1,0,0,1,1,1,1,0
2019,IL,17187,"Warren County, Illinois",17079,"Jasper County, Illinois",1,0,0,1,0,1,0,0,1,0
2019,IL,17187,"Warren County, Illinois",17081,"Jefferson County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17187,"Warren County, Illinois",17085,"Jo Daviess County, Illinois",5,2,1,2,1,1,3,2,2,1
2019,IL,17187,"Warren County, Illinois",17087,"Johnson County, Illinois",1,0,0,1,1,0,0,0,0,1
2019,IL,17187,"Warren County, Illinois",17089,"Kane County, Illinois",7,1,5,1,3,4,0,1,0,6
2019,IL,17187,"Warren County, Illinois",17091,"Kankakee County, Illinois",3,0,2,1,0,1,2,1,2,0
2019,IL,17187,"Warren County, Illinois",17093,"Kendall County, Illinois",3,1,1,1,2,1,0,0,1,2
2019,IL,17187,"Warren County, Illinois",17095,"Knox County, Illinois",680,147,420,113,123,271,286,397,82,201
2019,IL,17187,"Warren County, Illinois",17097,"Lake County, Illinois",7,2,3,2,1,3,3,4,0,3
2019,IL,17187,"Warren County, Illinois",17099,"LaSalle County, Illinois",21,6,12,3,2,14,5,1,15,5
2019,IL,17187,"Warren County, Illinois",17103,"Lee County, Illinois",5,3,2,0,4,0,1,1,3,1
2019,IL,17187,"Warren County, Illinois",17105,"Livingston County, Illinois",3,1,2,0,2,1,0,0,3,0
2019,IL,17187,"Warren County, Illinois",17107,"Logan County, Illinois",2,0,2,0,1,0,1,2,0,0
2019,IL,17187,"Warren County, Illinois",17109,"McDonough County, Illinois",193,40,117,36,33,54,106,74,52,67
2019,IL,17187,"Warren County, Illinois",17111,"McHenry County, Illinois",6,2,3,1,2,2,2,2,0,4
2019,IL,17187,"Warren County, Illinois",17113,"McLean County, Illinois",58,17,32,9,11,27,20,23,13,22
2019,IL,17187,"Warren County, Illinois",17115,"Macon County, Illinois",18,5,8,5,3,7,8,11,4,3
2019,IL,17187,"Warren County, Illinois",17117,"Macoupin County, Illinois",13,3,6,4,2,5,6,3,6,4
2019,IL,17187,"Warren County, Illinois",17119,"Madison County, Illinois",4,1,1,2,0,2,2,0,2,2
2019,IL,17187,"Warren County, Illinois",17123,"Marshall County, Illinois",90,16,56,18,24,35,31,41,15,34
2019,IL,17187,"Warren County, Illinois",17125,"Mason County, Illinois",11,4,4,3,4,1,6,1,7,3
2019,IL,17187,"Warren County, Illinois",17131,"Mercer County, Illinois",204,32,101,71,94,70,40,40,23,141
2019,IL,17187,"Warren County, Illinois",17133,"Monroe County, Illinois",1,0,0,1,0,1,0,0,1,0
2019,IL,17187,"Warren County, Illinois",17137,"Morgan County, Illinois",10,2,8,0,0,3,7,2,4,4
2019,IL,17187,"Warren County, Illinois",17139,"Moultrie County, Illinois",3,1,1,1,1,1,1,2,1,0
2019,IL,17187,"Warren County, Illinois",17141,"Ogle County, Illinois",3,1,2,0,3,0,0,1,2,0
2019,IL,17187,"Warren County, Illinois",17143,"Peoria County, Illinois",69,24,37,8,11,28,30,42,7,20
2019,IL,17187,"Warren County, Illinois",17147,"Piatt County, Illinois",6,1,2,3,2,2,2,3,3,0
2019,IL,17187,"Warren County, Illinois",17149,"Pike County, Illinois",6,2,2,2,2,2,2,3,3,0
2019,IL,17187,"Warren County, Illinois",17155,"Putnam County, Illinois",39,7,27,5,5,14,20,18,6,15
2019,IL,17187,"Warren County, Illinois",17159,"Richland County, Illinois",2,0,2,0,2,0,0,0,2,0
2019,IL,17187,"Warren County, Illinois",17161,"Rock Island County, Illinois",302,55,202,45,24,90,188,239,10,53
2019,IL,17187,"Warren County, Illinois",17163,"St. Clair County, Illinois",5,1,3,1,0,2,3,0,4,1
2019,IL,17187,"Warren County, Illinois",17165,"Saline County, Illinois",2,2,0,0,1,1,0,0,1,1
2019,IL,17187,"Warren County, Illinois",17167,"Sangamon County, Illinois",26,4,12,10,6,7,13,12,10,4
2019,IL,17187,"Warren County, Illinois",17169,"Schuyler County, Illinois",10,3,5,2,2,7,1,7,2,1
2019,IL,17187,"Warren County, Illinois",17171,"Scott County, Illinois",2,0,2,0,1,0,1,0,2,0
2019,IL,17187,"Warren County, Illinois",17173,"Shelby County, Illinois",6,0,4,2,2,2,2,3,1,2
2019,IL,17187,"Warren County, Illinois",17175,"Stark County, Illinois",36,8,25,3,9,10,17,15,4,17
2019,IL,17187,"Warren County, Illinois",17177,"Stephenson County, Illinois",3,2,1,0,1,1,1,0,0,3
2019,IL,17187,"Warren County, Illinois",17179,"Tazewell County, Illinois",39,14,13,12,16,10,13,10,12,17
2019,IL,17187,"Warren County, Illinois",17181,"Union County, Illinois",1,0,1,0,1,0,0,0,0,1
2019,IL,17187,"Warren County, Illinois",17183,"Vermilion County, Illinois",6,4,2,0,5,1,0,0,5,1
2019,IL,17187,"Warren County, Illinois",17185,"Wabash County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17187,"Warren County, Illinois",17187,"Warren County, Illinois",3256,676,1669,911,859,1189,1208,1152,419,1685
2019,IL,17187,"Warren County, Illinois",17189,"Washington County, Illinois",1,1,0,0,1,0,0,0,1,0
2019,IL,17187,"Warren County, Illinois",17191,"Wayne County, Illinois",1,1,0,0,0,1,0,0,1,0
2019,IL,17187,"Warren County, Illinois",17195,"Whiteside County, Illinois",7,1,3,3,2,3,2,1,2,4
2019,IL,17187,"Warren County, Illinois",17197,"Will County, Illinois",35,10,20,5,8,6,21,0,33,2
2019,IL,17187,"Warren County, Illinois",17201,"Winnebago County, Illinois",20,5,7,8,6,5,9,3,7,10
2019,IL,17187,"Warren County, Illinois",17203,"Woodford County, Illinois",14,3,8,3,4,4,6,3,4,7
2019,IL,17189,"Washington County, Illinois",17001,"Adams County, Illinois",1,1,0,0,0,0,1,0,1,0
2019,IL,17189,"Washington County, Illinois",17003,"Alexander County, Illinois",1,1,0,0,1,0,0,0,1,0
2019,IL,17189,"Washington County, Illinois",17005,"Bond County, Illinois",31,11,15,5,10,5,16,6,17,8
2019,IL,17189,"Washington County, Illinois",17007,"Boone County, Illinois",8,4,2,2,3,3,2,8,0,0
2019,IL,17189,"Washington County, Illinois",17013,"Calhoun County, Illinois",1,0,0,1,0,1,0,0,1,0
2019,IL,17189,"Washington County, Illinois",17017,"Cass County, Illinois",1,0,1,0,0,1,0,0,1,0
2019,IL,17189,"Washington County, Illinois",17023,"Clark County, Illinois",2,0,2,0,2,0,0,0,2,0
2019,IL,17189,"Washington County, Illinois",17025,"Clay County, Illinois",2,0,1,1,1,1,0,0,1,1
2019,IL,17189,"Washington County, Illinois",17027,"Clinton County, Illinois",644,159,340,145,100,210,334,255,242,147
2019,IL,17189,"Washington County, Illinois",17029,"Coles County, Illinois",4,0,3,1,1,2,1,2,1,1
2019,IL,17189,"Washington County, Illinois",17031,"Cook County, Illinois",5,0,3,2,0,1,4,2,3,0
2019,IL,17189,"Washington County, Illinois",17033,"Crawford County, Illinois",8,2,2,4,3,4,1,1,3,4
2019,IL,17189,"Washington County, Illinois",17035,"Cumberland County, Illinois",1,1,0,0,0,1,0,1,0,0
2019,IL,17189,"Washington County, Illinois",17037,"DeKalb County, Illinois",13,0,11,2,3,6,4,13,0,0
2019,IL,17189,"Washington County, Illinois",17039,"De Witt County, Illinois",3,0,0,3,0,1,2,1,0,2
2019,IL,17189,"Washington County, Illinois",17045,"Edgar County, Illinois",1,0,0,1,1,0,0,0,1,0
2019,IL,17189,"Washington County, Illinois",17047,"Edwards County, Illinois",4,1,2,1,1,2,1,2,2,0
2019,IL,17189,"Washington County, Illinois",17049,"Effingham County, Illinois",23,6,13,4,7,1,15,2,16,5
2019,IL,17189,"Washington County, Illinois",17051,"Fayette County, Illinois",17,5,7,5,3,4,10,2,13,2
2019,IL,17189,"Washington County, Illinois",17053,"Ford County, Illinois",1,1,0,0,0,1,0,0,1,0
2019,IL,17189,"Washington County, Illinois",17055,"Franklin County, Illinois",132,31,64,37,22,27,83,43,77,12
2019,IL,17189,"Washington County, Illinois",17057,"Fulton County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17189,"Washington County, Illinois",17059,"Gallatin County, Illinois",3,2,0,1,1,2,0,1,1,1
2019,IL,17189,"Washington County, Illinois",17061,"Greene County, Illinois",1,0,1,0,0,1,0,1,0,0
2019,IL,17189,"Washington County, Illinois",17065,"Hamilton County, Illinois",31,3,21,7,3,15,13,14,7,10
2019,IL,17189,"Washington County, Illinois",17069,"Hardin County, Illinois",3,1,0,2,2,1,0,0,2,1
2019,IL,17189,"Washington County, Illinois",17077,"Jackson County, Illinois",118,29,65,24,20,33,65,53,41,24
2019,IL,17189,"Washington County, Illinois",17079,"Jasper County, Illinois",5,2,2,1,1,1,3,1,4,0
2019,IL,17189,"Washington County, Illinois",17081,"Jefferson County, Illinois",396,107,217,72,52,145,199,173,143,80
2019,IL,17189,"Washington County, Illinois",17083,"Jersey County, Illinois",10,2,5,3,2,3,5,3,1,6
2019,IL,17189,"Washington County, Illinois",17087,"Johnson County, Illinois",16,7,8,1,8,3,5,1,7,8
2019,IL,17189,"Washington County, Illinois",17089,"Kane County, Illinois",6,0,6,0,1,3,2,2,4,0
2019,IL,17189,"Washington County, Illinois",17091,"Kankakee County, Illinois",1,0,1,0,0,0,1,1,0,0
2019,IL,17189,"Washington County, Illinois",17093,"Kendall County, Illinois",2,0,2,0,0,1,1,1,1,0
2019,IL,17189,"Washington County, Illinois",17095,"Knox County, Illinois",2,0,2,0,0,1,1,1,0,1
2019,IL,17189,"Washington County, Illinois",17099,"LaSalle County, Illinois",3,1,2,0,0,2,1,3,0,0
2019,IL,17189,"Washington County, Illinois",17101,"Lawrence County, Illinois",3,1,1,1,1,0,2,0,3,0
2019,IL,17189,"Washington County, Illinois",17103,"Lee County, Illinois",2,1,1,0,0,2,0,2,0,0
2019,IL,17189,"Washington County, Illinois",17107,"Logan County, Illinois",3,1,1,1,1,1,1,0,1,2
2019,IL,17189,"Washington County, Illinois",17111,"McHenry County, Illinois",2,0,1,1,0,0,2,0,2,0
2019,IL,17189,"Washington County, Illinois",17113,"McLean County, Illinois",5,1,2,2,2,1,2,1,3,1
2019,IL,17189,"Washington County, Illinois",17115,"Macon County, Illinois",9,0,7,2,3,2,4,1,7,1
2019,IL,17189,"Washington County, Illinois",17117,"Macoupin County, Illinois",8,1,5,2,1,1,6,0,4,4
2019,IL,17189,"Washington County, Illinois",17119,"Madison County, Illinois",120,37,64,19,31,39,50,18,44,58
2019,IL,17189,"Washington County, Illinois",17121,"Marion County, Illinois",499,143,252,104,79,217,203,222,135,142
2019,IL,17189,"Washington County, Illinois",17125,"Mason County, Illinois",1,1,0,0,0,0,1,0,1,0
2019,IL,17189,"Washington County, Illinois",17127,"Massac County, Illinois",4,2,2,0,2,1,1,2,2,0
2019,IL,17189,"Washington County, Illinois",17131,"Mercer County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17189,"Washington County, Illinois",17133,"Monroe County, Illinois",34,6,20,8,3,6,25,4,25,5
2019,IL,17189,"Washington County, Illinois",17135,"Montgomery County, Illinois",30,11,11,8,15,5,10,10,15,5
2019,IL,17189,"Washington County, Illinois",17137,"Morgan County, Illinois",3,0,2,1,0,1,2,0,2,1
2019,IL,17189,"Washington County, Illinois",17139,"Moultrie County, Illinois",2,0,1,1,0,1,1,0,1,1
2019,IL,17189,"Washington County, Illinois",17141,"Ogle County, Illinois",4,1,2,1,2,2,0,4,0,0
2019,IL,17189,"Washington County, Illinois",17143,"Peoria County, Illinois",8,2,2,4,3,1,4,1,6,1
2019,IL,17189,"Washington County, Illinois",17145,"Perry County, Illinois",632,143,335,154,90,162,380,336,194,102
2019,IL,17189,"Washington County, Illinois",17147,"Piatt County, Illinois",1,1,0,0,1,0,0,0,1,0
2019,IL,17189,"Washington County, Illinois",17149,"Pike County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17189,"Washington County, Illinois",17151,"Pope County, Illinois",3,1,1,1,2,0,1,1,1,1
2019,IL,17189,"Washington County, Illinois",17153,"Pulaski County, Illinois",2,0,1,1,1,0,1,0,2,0
2019,IL,17189,"Washington County, Illinois",17157,"Randolph County, Illinois",261,59,138,64,34,65,162,100,133,28
2019,IL,17189,"Washington County, Illinois",17159,"Richland County, Illinois",5,1,2,2,2,0,3,1,3,1
2019,IL,17189,"Washington County, Illinois",17161,"Rock Island County, Illinois",2,0,1,1,0,0,2,0,1,1
2019,IL,17189,"Washington County, Illinois",17163,"St. Clair County, Illinois",553,117,321,115,77,116,360,146,290,117
2019,IL,17189,"Washington County, Illinois",17165,"Saline County, Illinois",27,6,15,6,6,8,13,6,18,3
2019,IL,17189,"Washington County, Illinois",17167,"Sangamon County, Illinois",19,3,7,9,3,7,9,4,8,7
2019,IL,17189,"Washington County, Illinois",17173,"Shelby County, Illinois",1,1,0,0,0,1,0,0,1,0
2019,IL,17189,"Washington County, Illinois",17177,"Stephenson County, Illinois",4,1,2,1,2,1,1,3,1,0
2019,IL,17189,"Washington County, Illinois",17179,"Tazewell County, Illinois",10,4,5,1,4,2,4,1,7,2
2019,IL,17189,"Washington County, Illinois",17181,"Union County, Illinois",16,3,8,5,5,4,7,8,8,0
2019,IL,17189,"Washington County, Illinois",17183,"Vermilion County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17189,"Washington County, Illinois",17185,"Wabash County, Illinois",3,0,3,0,0,2,1,0,0,3
2019,IL,17189,"Washington County, Illinois",17189,"Washington County, Illinois",2724,507,1363,854,700,899,1125,809,683,1232
2019,IL,17189,"Washington County, Illinois",17191,"Wayne County, Illinois",3,0,1,2,2,1,0,1,2,0
2019,IL,17189,"Washington County, Illinois",17193,"White County, Illinois",8,1,5,2,0,2,6,2,6,0
2019,IL,17189,"Washington County, Illinois",17197,"Will County, Illinois",1,0,0,1,1,0,0,0,0,1
2019,IL,17189,"Washington County, Illinois",17199,"Williamson County, Illinois",55,11,36,8,11,18,26,10,41,4
2019,IL,17189,"Washington County, Illinois",17201,"Winnebago County, Illinois",42,18,21,3,14,19,9,39,2,1
2019,IL,17191,"Wayne County, Illinois",17001,"Adams County, Illinois",6,2,3,1,1,4,1,0,4,2
2019,IL,17191,"Wayne County, Illinois",17003,"Alexander County, Illinois",5,1,3,1,3,2,0,0,3,2
2019,IL,17191,"Wayne County, Illinois",17005,"Bond County, Illinois",3,1,1,1,0,2,1,0,3,0
2019,IL,17191,"Wayne County, Illinois",17011,"Bureau County, Illinois",2,0,1,1,0,0,2,1,1,0
2019,IL,17191,"Wayne County, Illinois",17017,"Cass County, Illinois",2,0,1,1,0,0,2,0,1,1
2019,IL,17191,"Wayne County, Illinois",17019,"Champaign County, Illinois",7,2,4,1,3,3,1,0,2,5
2019,IL,17191,"Wayne County, Illinois",17021,"Christian County, Illinois",5,1,2,2,2,1,2,0,2,3
2019,IL,17191,"Wayne County, Illinois",17023,"Clark County, Illinois",15,6,4,5,6,3,6,0,7,8
2019,IL,17191,"Wayne County, Illinois",17025,"Clay County, Illinois",129,30,63,36,48,38,43,13,36,80
2019,IL,17191,"Wayne County, Illinois",17027,"Clinton County, Illinois",1,0,1,0,0,1,0,0,0,1
2019,IL,17191,"Wayne County, Illinois",17029,"Coles County, Illinois",16,4,7,5,2,7,7,3,5,8
2019,IL,17191,"Wayne County, Illinois",17031,"Cook County, Illinois",9,3,4,2,8,1,0,1,1,7
